Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days,stock
+5Y,1,,0.081999995,,,,,,,,,,,,,,,,,,,,,,AWK
-5Y,1,,0.08737001,,,,,,,,,,,,,,,,,,,,,,AWK
0Q,1,2021-12-31,-0.252,1.19,1.15,1.24,1.59,20.0,-0.252,4054300000.0,3967390000.0,4258360000.0,15.0,3757000000.0,0.079,1.19,1.2,1.21,1.23,1.59,0.0,0.0,1.0,,PPG
+1Q,1,2022-03-31,-0.138,1.62,1.42,2.01,1.88,12.0,-0.138,4226090000.0,3972080000.0,4506750000.0,8.0,3881000000.0,0.088999994,1.62,1.63,1.71,1.71,1.97,0.0,0.0,1.0,,PPG
0Y,1,2021-12-31,0.18100001,6.73,6.67,7.33,5.7,25.0,0.18100001,16674200000.0,16454600000.0,17074400000.0,23.0,13834000000.0,0.205,6.73,6.73,6.74,6.75,7.1,0.0,0.0,2.0,,PPG
+1Y,1,2022-12-31,0.221,8.22,7.43,9.21,6.73,26.0,0.221,18317300000.0,17445000000.0,19071700000.0,24.0,16674200000.0,0.099,8.22,8.22,8.25,8.28,8.52,0.0,2.0,2.0,,PPG
+5Y,1,,0.16600001,,,,,,,,,,,,,,,,,,,,,,PPG
-5Y,1,,0.03269,,,,,,,,,,,,,,,,,,,,,,PPG
0Q,1,2021-12-31,-0.056999996,3.17,2.87,3.6,3.36,18.0,-0.056999996,5806290000.0,5632570000.0,6151590000.0,16.0,5830000000.0,-0.004,3.17,3.17,3.17,3.39,3.96,0.0,0.0,0.0,,CMI
+1Q,1,2022-03-31,-0.017,4.0,3.48,4.62,4.07,12.0,-0.017,6253530000.0,5922000000.0,6607000000.0,8.0,5355950000.0,0.168,4.0,4.0,3.98,4.03,4.6,0.0,1.0,0.0,,CMI
0Y,1,2021-12-31,0.255,15.13,14.85,15.94,12.06,21.0,0.255,23984500000.0,23782000000.0,24327600000.0,23.0,19811000000.0,0.21100001,15.13,15.13,15.13,15.43,16.2,0.0,0.0,0.0,,CMI
+1Y,1,2022-12-31,0.207,18.26,16.62,19.32,15.13,24.0,0.207,25914800000.0,25072000000.0,27877700000.0,23.0,23984500000.0,0.08,18.26,18.26,18.27,18.47,18.96,0.0,0.0,0.0,,CMI
+5Y,1,,0.1852,,,,,,,,,,,,,,,,,,,,,,CMI
-5Y,1,,0.14831,,,,,,,,,,,,,,,,,,,,,,CMI
0Q,1,2021-12-31,0.128,0.88,0.87,0.9,0.78,16.0,0.128,1487070000.0,1465500000.0,1513500000.0,13.0,1395030000.0,0.066,0.88,0.88,0.88,0.88,0.88,0.0,0.0,0.0,,CERN
+1Q,1,2022-03-31,0.158,0.88,0.84,0.92,0.76,10.0,0.158,1479880000.0,1448650000.0,1513700000.0,8.0,1387780000.0,0.066,0.88,0.88,0.88,0.88,0.88,0.0,0.0,0.0,,CERN
0Y,1,2021-12-31,0.162,3.3,3.29,3.31,2.84,18.0,0.162,5798380000.0,5778000000.0,5826000000.0,16.0,5505790000.0,0.053000003,3.3,3.3,3.3,3.3,3.26,0.0,0.0,0.0,,CERN
+1Y,1,2022-12-31,0.115,3.68,3.58,3.85,3.3,18.0,0.115,6093690000.0,6019580000.0,6146950000.0,16.0,5798380000.0,0.051,3.68,3.68,3.68,3.68,3.58,0.0,0.0,0.0,,CERN
+5Y,1,,0.13520001,,,,,,,,,,,,,,,,,,,,,,CERN
-5Y,1,,0.06868,,,,,,,,,,,,,,,,,,,,,,CERN
0Q,1,2021-12-31,-0.213,0.63,0.57,0.75,0.8,17.0,-0.213,6640090000.0,6178000000.0,7107970000.0,14.0,6939000000.0,-0.043,0.63,0.63,0.64,0.63,0.62,0.0,0.0,1.0,,KHC
+1Q,1,2022-03-31,-0.18100001,0.59,0.53,0.68,0.72,11.0,-0.18100001,5802520000.0,5633000000.0,6290550000.0,10.0,6241500000.0,-0.07,0.59,0.59,0.59,0.59,0.58,0.0,0.0,0.0,,KHC
0Y,1,2021-12-31,-0.035,2.78,2.72,2.89,2.88,19.0,-0.035,25915700000.0,25399400000.0,26441000000.0,17.0,26185000000.0,-0.01,2.78,2.78,2.78,2.78,2.69,0.0,0.0,0.0,,KHC
+1Y,1,2022-12-31,-0.05,2.64,2.46,2.99,2.78,20.0,-0.05,24798400000.0,24097100000.0,26683900000.0,17.0,25915700000.0,-0.043,2.64,2.64,2.64,2.65,2.62,0.0,0.0,0.0,,KHC
+5Y,1,,-0.024400001,,,,,,,,,,,,,,,,,,,,,,KHC
-5Y,1,,0.014199999,,,,,,,,,,,,,,,,,,,,,,KHC
0Q,1,2021-12-31,-0.040999997,1.86,1.52,2.34,1.94,10.0,-0.040999997,12085700000.0,11264000000.0,13188200000.0,10.0,,,1.86,1.86,1.86,1.61,1.59,0.0,2.0,0.0,,TSN
+1Q,1,2022-03-31,0.118999995,1.5,1.1,1.8,1.34,10.0,0.118999995,12461900000.0,11984400000.0,12835000000.0,10.0,,,1.5,1.5,1.54,1.38,1.38,0.0,1.0,0.0,,TSN
0Y,1,2022-09-30,-0.12100001,7.28,6.66,8.05,8.28,13.0,-0.12100001,50071700000.0,48904000000.0,51002300000.0,12.0,47049000000.0,0.064,7.28,7.28,7.4,6.97,6.97,0.0,3.0,0.0,,TSN
+1Y,1,2023-09-30,0.047,7.62,7.0,8.4,7.28,11.0,0.047,50842200000.0,49326000000.0,53010000000.0,12.0,50071700000.0,0.015,7.62,7.62,7.7,7.31,7.31,0.0,3.0,0.0,,TSN
+5Y,1,,0.075,,,,,,,,,,,,,,,,,,,,,,TSN
-5Y,1,,0.16462,,,,,,,,,,,,,,,,,,,,,,TSN
0Q,1,2021-12-31,-0.53099996,0.53,0.44,0.68,1.13,21.0,-0.53099996,3855820000.0,3642820000.0,4075030000.0,21.0,4212000000.0,-0.085,0.53,0.53,0.54,0.67,1.08,0.0,0.0,1.0,,APTV
+1Q,1,2022-03-31,-0.132,0.92,0.73,1.29,1.06,11.0,-0.132,4189730000.0,4006000000.0,4500000000.0,11.0,4023000000.0,0.040999997,0.92,0.93,0.92,0.99,1.15,0.0,0.0,1.0,,APTV
0Y,1,2021-12-31,0.335,2.59,2.48,2.72,1.94,23.0,0.335,15334200000.0,15126800000.0,15559000000.0,26.0,13066000000.0,0.174,2.59,2.59,2.6,2.68,3.5,0.0,0.0,0.0,,APTV
+1Y,1,2022-12-31,0.78,4.61,3.96,5.55,2.59,27.0,0.78,18044000000.0,16897900000.0,18992700000.0,27.0,15334200000.0,0.177,4.61,4.61,4.64,4.78,5.16,0.0,1.0,1.0,,APTV
+5Y,1,,0.4626,,,,,,,,,,,,,,,,,,,,,,APTV
-5Y,1,,-0.00148,,,,,,,,,,,,,,,,,,,,,,APTV
0Q,1,2021-12-31,-0.016,0.61,0.54,0.67,0.62,17.0,-0.016,1327430000.0,1273100000.0,1365720000.0,13.0,1196280000.0,0.11,0.61,0.61,0.61,0.63,0.63,0.0,0.0,0.0,,MNST
+1Q,1,2022-03-31,0.085,0.64,0.62,0.66,0.59,13.0,0.085,1375870000.0,1316900000.0,1426000000.0,11.0,1222470000.0,0.125,0.64,0.64,0.64,0.65,0.67,0.0,0.0,0.0,,MNST
0Y,1,2021-12-31,0.093,2.59,2.55,2.64,2.37,15.0,0.093,5441850000.0,5389400000.0,5482030000.0,16.0,4598640000.0,0.183,2.59,2.59,2.59,2.64,2.65,0.0,0.0,0.0,,MNST
+1Y,1,2022-12-31,0.135,2.94,2.72,3.1,2.59,19.0,0.135,5988060000.0,5757500000.0,6136330000.0,18.0,5441850000.0,0.1,2.94,2.94,2.95,2.98,3.02,0.0,0.0,1.0,,MNST
+5Y,1,,0.1421,,,,,,,,,,,,,,,,,,,,,,MNST
-5Y,1,,0.19715,,,,,,,,,,,,,,,,,,,,,,MNST
0Q,1,2021-12-31,-0.829,0.65,0.4,1.01,3.8,4.0,-0.829,468630000.0,418650000.0,552150000.0,3.0,353950000.0,0.324,0.65,0.65,0.65,0.51,0.68,0.0,2.0,0.0,,ARE
+1Q,1,2022-03-31,19.25,0.81,0.66,0.96,0.04,2.0,19.25,442680000.0,442680000.0,442680000.0,1.0,370233000.0,0.19600001,0.81,0.81,0.84,0.73,0.79,0.0,2.0,0.0,,ARE
0Y,1,2021-12-31,-0.439,3.7,2.19,4.36,6.59,6.0,-0.439,1680220000.0,1485600000.0,2089380000.0,5.0,1471840000.0,0.142,3.7,3.7,3.7,3.91,3.78,0.0,1.0,0.0,,ARE
+1Y,1,2022-12-31,-0.173,3.06,2.01,4.11,3.7,6.0,-0.173,1907780000.0,1695930000.0,2366610000.0,5.0,1680220000.0,0.135,3.06,3.06,3.16,2.98,3.28,0.0,1.0,0.0,,ARE
+5Y,1,,0.001,,,,,,,,,,,,,,,,,,,,,,ARE
-5Y,1,,0.23355,,,,,,,,,,,,,,,,,,,,,,ARE
0Q,1,2022-01-31,0.084,1.55,1.53,1.57,1.43,13.0,0.084,1241340000.0,1235000000.0,1250000000.0,10.0,,,1.55,1.55,1.55,1.51,1.51,0.0,1.0,0.0,,KEYS
+1Q,1,2022-04-30,0.139,1.64,1.57,1.7,1.44,13.0,0.139,1289320000.0,1277000000.0,1318680000.0,10.0,1206600000.0,0.069,1.64,1.64,1.64,1.63,1.63,0.0,1.0,0.0,,KEYS
0Y,1,2022-10-31,0.106000006,6.89,6.82,7.05,6.23,13.0,0.106000006,5261950000.0,5184000000.0,5287900000.0,14.0,4941000000.0,0.065,6.89,6.89,6.89,6.65,6.64,0.0,1.0,0.0,,KEYS
+1Y,1,2023-10-31,0.086,7.48,6.9,7.98,6.89,14.0,0.086,5541880000.0,5391000000.0,5641000000.0,15.0,5261950000.0,0.053000003,7.48,7.48,7.49,7.2,7.19,0.0,1.0,0.0,,KEYS
+5Y,1,,0.12,,,,,,,,,,,,,,,,,,,,,,KEYS
-5Y,1,,0.12991,,,,,,,,,,,,,,,,,,,,,,KEYS
0Q,1,2021-12-31,2.2410002,0.72,0.38,1.04,-0.58,17.0,2.2410002,1739710000.0,1238150000.0,2214000000.0,10.0,1417000000.0,0.22799999,0.72,0.66,0.71,0.74,0.67,0.0,0.0,1.0,,HES
+1Q,1,2022-03-31,0.098000005,0.9,0.52,1.29,0.82,16.0,0.098000005,1774320000.0,1279760000.0,2336810000.0,11.0,1919000000.0,-0.075,0.9,0.9,0.9,0.98,0.92,0.0,0.0,0.0,,HES
0Y,1,2021-12-31,1.6860001,2.01,1.71,2.38,-2.93,17.0,1.6860001,6618320000.0,5144480000.0,7513000000.0,13.0,4804000000.0,0.378,2.01,2.01,1.99,2.0,2.08,0.0,0.0,1.0,,HES
+1Y,1,2022-12-31,1.3280001,4.68,3.35,7.1,2.01,20.0,1.3280001,7730870000.0,5744900000.0,9918170000.0,14.0,6618320000.0,0.168,4.68,4.68,4.75,4.91,4.59,0.0,0.0,0.0,,HES
+5Y,1,,-0.234,,,,,,,,,,,,,,,,,,,,,,HES
-5Y,1,,-0.17728001,,,,,,,,,,,,,,,,,,,,,,HES
0Q,1,2021-12-31,0.425,1.91,1.9,1.94,1.34,6.0,0.425,710200000.0,706000000.0,719200000.0,6.0,580200000.0,0.22399999,1.91,1.91,1.91,1.91,1.9,0.0,0.0,0.0,,WST
+1Q,1,2022-03-31,0.083000004,2.22,2.04,2.37,2.05,3.0,0.083000004,761660000.0,726600000.0,796730000.0,2.0,,,2.22,2.22,2.22,2.22,2.17,0.0,0.0,0.0,,WST
0Y,1,2021-12-31,0.78400004,8.49,8.47,8.52,4.76,6.0,0.78400004,2821060000.0,2806800000.0,2881000000.0,7.0,2146900000.0,0.314,8.49,8.49,8.49,8.49,8.21,0.0,0.0,0.0,,WST
+1Y,1,2022-12-31,0.066,9.05,8.72,9.36,8.49,6.0,0.066,3066550000.0,2982000000.0,3234170000.0,7.0,2821060000.0,0.087,9.05,9.05,9.05,9.05,8.8,0.0,0.0,0.0,,WST
+5Y,1,,0.276,,,,,,,,,,,,,,,,,,,,,,WST
-5Y,1,,0.1438,,,,,,,,,,,,,,,,,,,,,,WST
0Q,1,2021-12-31,-0.1,1.8,1.75,1.87,2.0,16.0,-0.1,1247930000.0,1234200000.0,1264300000.0,14.0,1118500000.0,0.116000004,1.8,1.8,1.8,1.81,1.78,0.0,0.0,0.0,,EFX
+1Q,1,2022-03-31,0.076,2.12,1.82,2.34,1.97,14.0,0.076,1292510000.0,1208700000.0,1327180000.0,10.0,1116360000.0,0.158,2.12,2.12,2.12,2.1,2.16,0.0,1.0,0.0,,EFX
0Y,1,2021-12-31,0.09,7.6,7.55,7.68,6.97,18.0,0.09,4921430000.0,4889000000.0,4955000000.0,18.0,4127500000.0,0.192,7.6,7.6,7.6,7.6,7.46,1.0,1.0,0.0,,EFX
+1Y,1,2022-12-31,0.158,8.8,8.65,9.05,7.6,19.0,0.158,5342630000.0,5295690000.0,5436000000.0,18.0,4921430000.0,0.086,8.8,8.8,8.79,8.79,8.93,1.0,2.0,0.0,,EFX
+5Y,1,,0.136,,,,,,,,,,,,,,,,,,,,,,EFX
-5Y,1,,0.0669,,,,,,,,,,,,,,,,,,,,,,EFX
0Q,1,2021-12-31,0.176,1.4,1.33,1.61,1.19,7.0,0.176,353900000.0,334140000.0,363900000.0,7.0,301084000.0,0.175,1.4,1.4,1.41,1.25,1.21,0.0,4.0,0.0,,EXR
+1Q,1,2022-03-31,-0.098000005,1.38,1.34,1.47,1.53,5.0,-0.098000005,350530000.0,335620000.0,365870000.0,5.0,308090000.0,0.138,1.38,1.38,1.38,1.27,1.2,0.0,2.0,0.0,,EXR
0Y,1,2021-12-31,0.42,5.27,4.7,5.81,3.71,5.0,0.42,1306970000.0,1170490000.0,1340300000.0,9.0,1157520000.0,0.129,5.27,5.27,5.27,5.24,5.03,0.0,3.0,0.0,,EXR
+1Y,1,2022-12-31,0.056999996,5.57,5.29,5.93,5.27,11.0,0.056999996,1442290000.0,1306580000.0,1505540000.0,10.0,1306970000.0,0.103999995,5.57,5.57,5.57,5.46,5.15,0.0,3.0,0.0,,EXR
+5Y,1,,0.06,,,,,,,,,,,,,,,,,,,,,,EXR
-5Y,1,,0.21562,,,,,,,,,,,,,,,,,,,,,,EXR
0Q,1,2021-12-31,0.304,2.79,2.61,2.99,2.14,17.0,0.304,6705620000.0,6501700000.0,6993000000.0,12.0,,,2.79,2.79,2.79,2.91,2.89,0.0,1.0,0.0,,DHI
+1Q,1,2022-03-31,0.33200002,3.37,2.9,4.24,2.53,17.0,0.33200002,7849840000.0,6919100000.0,9840000000.0,12.0,,,3.37,3.37,3.37,3.04,3.04,0.0,1.0,0.0,,DHI
0Y,1,2022-09-30,0.246,14.22,12.78,18.1,11.41,20.0,0.246,33269200000.0,31572000000.0,34794000000.0,15.0,27774200000.0,0.198,14.22,14.22,14.22,13.08,13.06,0.0,1.0,0.0,,DHI
+1Y,1,2023-09-30,0.074,15.27,12.0,20.48,14.22,18.0,0.074,36097200000.0,33202500000.0,38449000000.0,12.0,33269200000.0,0.085,15.27,15.27,15.24,14.73,14.63,0.0,0.0,0.0,,DHI
+5Y,1,,0.106000006,,,,,,,,,,,,,,,,,,,,,,DHI
-5Y,1,,0.24819,,,,,,,,,,,,,,,,,,,,,,DHI
0Q,1,2021-12-31,-0.079,0.35,0.23,0.42,0.38,22.0,-0.079,1578690000.0,1521000000.0,1630500000.0,30.0,1289040000.0,0.225,0.35,0.35,0.35,0.35,0.37,0.0,1.0,0.0,,TWTR
+1Q,1,2022-03-31,0.125,0.18,0.07,0.32,0.16,15.0,0.125,1279880000.0,1221430000.0,1369760000.0,18.0,1027230000.0,0.246,0.18,0.18,0.18,0.18,0.21,0.0,2.0,0.0,,TWTR
0Y,1,2021-12-31,1.218,0.19,0.05,0.29,-0.87,12.0,1.218,5090060000.0,5027430000.0,5204000000.0,35.0,3716350000.0,0.37,0.19,0.19,0.12,0.19,0.92,0.0,2.0,0.0,,TWTR
+1Y,1,2022-12-31,4.053,0.96,0.52,1.7,0.19,27.0,4.053,6171870000.0,5594000000.0,6625000000.0,36.0,5090060000.0,0.213,0.96,0.96,0.95,0.96,1.23,0.0,3.0,1.0,,TWTR
+5Y,1,,0.8,,,,,,,,,,,,,,,,,,,,,,TWTR
-5Y,1,,0.51684,,,,,,,,,,,,,,,,,,,,,,TWTR
0Q,1,2021-12-31,-0.084,2.71,2.62,2.82,2.96,14.0,-0.084,642390000.0,633000000.0,671000000.0,13.0,627771000.0,0.023,2.71,2.71,2.71,2.77,2.76,0.0,0.0,0.0,,ANSS
+1Q,1,2022-03-31,0.098000005,1.23,0.97,1.47,1.12,13.0,0.098000005,400870000.0,386600000.0,409360000.0,12.0,372149000.0,0.077,1.23,1.23,1.21,1.23,1.22,0.0,0.0,0.0,,ANSS
0Y,1,2021-12-31,0.084,7.26,7.15,7.41,6.7,14.0,0.084,1911970000.0,1901260000.0,1941000000.0,16.0,1695500000.0,0.128,7.26,7.26,7.26,7.06,7.07,0.0,0.0,0.0,,ANSS
+1Y,1,2022-12-31,0.094,7.94,7.53,8.4,7.26,15.0,0.094,2097350000.0,2036600000.0,2169190000.0,16.0,1911970000.0,0.096999995,7.94,7.94,7.94,7.84,7.84,0.0,0.0,0.0,,ANSS
+5Y,1,,0.1118,,,,,,,,,,,,,,,,,,,,,,ANSS
-5Y,1,,0.14996,,,,,,,,,,,,,,,,,,,,,,ANSS
0Q,1,2021-12-31,0.01,1.01,0.98,1.1,1.0,14.0,0.01,2871060000.0,2784300000.0,2938470000.0,12.0,2573300000.0,0.116000004,1.01,1.01,1.01,1.0,0.98,0.0,0.0,0.0,,RSG
+1Q,1,2022-03-31,0.161,1.08,1.04,1.11,0.93,10.0,0.161,2837020000.0,2758700000.0,2915300000.0,9.0,2596400000.0,0.093,1.08,1.08,1.08,1.08,1.04,0.0,0.0,0.0,,RSG
0Y,1,2021-12-31,0.16,4.13,4.09,4.23,3.56,16.0,0.16,11216100000.0,11127400000.0,11281600000.0,15.0,10153600000.0,0.105,4.13,4.13,4.13,4.12,4.05,0.0,0.0,0.0,,RSG
+1Y,1,2022-12-31,0.12100001,4.63,4.44,4.88,4.13,16.0,0.12100001,12009400000.0,11798000000.0,12248700000.0,15.0,11216100000.0,0.071,4.63,4.63,4.63,4.6,4.44,0.0,0.0,0.0,,RSG
+5Y,1,,0.106000006,,,,,,,,,,,,,,,,,,,,,,RSG
-5Y,1,,0.12357,,,,,,,,,,,,,,,,,,,,,,RSG
0Q,1,2021-12-31,0.177,0.73,0.71,0.75,0.62,20.0,0.177,786460000.0,752900000.0,799880000.0,18.0,648482000.0,0.213,0.73,0.73,0.73,2.92,2.77,0.0,0.0,0.0,,ANET
+1Q,1,2022-03-31,0.21,0.75,0.68,0.8,0.62,20.0,0.21,826200000.0,741900000.0,867800000.0,18.0,642120000.0,0.287,0.75,0.75,0.75,2.99,2.74,0.0,0.0,0.0,,ANET
0Y,1,2021-12-31,0.22600001,2.77,2.73,2.8,2.26,22.0,0.22600001,2910180000.0,2867700000.0,2923460000.0,21.0,2317510000.0,0.256,2.77,2.77,2.77,11.07,10.69,0.0,0.0,0.0,,ANET
+1Y,1,2022-12-31,0.24200001,3.44,3.06,3.8,2.77,22.0,0.24200001,3729330000.0,3172000000.0,3846000000.0,21.0,2910180000.0,0.28100002,3.44,3.44,3.44,13.68,11.91,0.0,1.0,0.0,,ANET
+5Y,1,,0.18270001,,,,,,,,,,,,,,,,,,,,,,ANET
-5Y,1,,0.47454,,,,,,,,,,,,,,,,,,,,,,ANET
0Q,1,2021-12-31,0.116000004,1.83,1.76,1.94,1.64,25.0,0.116000004,3215960000.0,3165000000.0,3299900000.0,21.0,2878260000.0,0.117,1.83,1.83,1.83,1.82,1.61,0.0,0.0,0.0,,TSCO
+1Q,1,2022-03-31,-0.174,1.28,1.07,1.6,1.55,15.0,-0.174,2797630000.0,2600000000.0,2947000000.0,13.0,2449710000.0,0.142,1.28,1.28,1.28,1.27,1.25,0.0,0.0,0.0,,TSCO
0Y,1,2021-12-31,0.236,8.49,7.59,8.62,6.87,31.0,0.236,12623200000.0,12465000000.0,12711700000.0,28.0,10620400000.0,0.189,8.49,8.49,8.52,8.52,7.95,0.0,0.0,0.0,,TSCO
+1Y,1,2022-12-31,0.025,8.7,7.17,9.4,8.49,31.0,0.025,13279700000.0,11381000000.0,13946000000.0,28.0,12623200000.0,0.051999997,8.7,8.7,8.73,8.72,8.16,0.0,0.0,0.0,,TSCO
+5Y,1,,0.1165,,,,,,,,,,,,,,,,,,,,,,TSCO
-5Y,1,,0.12548,,,,,,,,,,,,,,,,,,,,,,TSCO
0Q,1,2021-12-31,-0.469,5.61,5.07,6.18,10.56,13.0,-0.469,3863260000.0,3740200000.0,4057200000.0,11.0,4489800000.0,-0.14,5.61,5.61,5.48,5.41,4.3,1.0,5.0,0.0,,LH
+1Q,1,2022-03-31,-0.479,4.58,3.89,6.03,8.79,12.0,-0.479,3605210000.0,3347300000.0,4005200000.0,9.0,4161500000.0,-0.134,4.58,4.58,4.33,4.19,4.04,1.0,4.0,0.0,,LH
0Y,1,2021-12-31,0.145,27.4,26.85,27.94,23.94,16.0,0.145,15933900000.0,15805000000.0,16143000000.0,15.0,13978500000.0,0.14,27.4,27.4,27.25,27.21,23.9,1.0,6.0,0.0,,LH
+1Y,1,2022-12-31,-0.36099997,17.5,16.5,20.15,27.4,17.0,-0.36099997,14512000000.0,13901900000.0,16427000000.0,16.0,15933900000.0,-0.088999994,17.5,17.5,16.93,16.93,16.44,1.0,8.0,0.0,,LH
+5Y,1,,-0.09,,,,,,,,,,,,,,,,,,,,,,LH
-5Y,1,,0.111099996,,,,,,,,,,,,,,,,,,,,,,LH
0Q,1,2021-12-31,0.89,4.14,3.24,4.91,2.19,20.0,0.89,12002700000.0,9758800000.0,13733000000.0,16.0,7937000000.0,0.512,4.14,4.24,4.26,4.3,4.45,0.0,0.0,3.0,,LYB
+1Q,1,2022-03-31,0.157,3.68,3.32,4.0,3.18,10.0,0.157,11218700000.0,10499400000.0,11945600000.0,6.0,9082000000.0,0.235,3.68,3.78,3.81,3.77,3.7,0.0,0.0,3.0,,LYB
0Y,1,2021-12-31,2.34,18.74,17.26,20.18,5.61,23.0,2.34,45164100000.0,42597800000.0,47438400000.0,22.0,27753000000.0,0.62700003,18.74,18.83,18.85,18.96,19.41,0.0,0.0,3.0,,LYB
+1Y,1,2022-12-31,-0.188,15.21,11.65,18.04,18.74,25.0,-0.188,43203900000.0,36555000000.0,48966000000.0,22.0,45164100000.0,-0.043,15.21,15.29,15.35,15.5,15.33,0.0,0.0,3.0,,LYB
+5Y,1,,0.4701,,,,,,,,,,,,,,,,,,,,,,LYB
-5Y,1,,0.00877,,,,,,,,,,,,,,,,,,,,,,LYB
0Q,1,2021-12-31,0.125,0.54,0.44,0.81,0.48,15.0,0.125,818290000.0,813000000.0,828900000.0,17.0,651407000.0,0.256,0.54,0.54,0.54,0.56,0.56,0.0,0.0,0.0,,MTCH
+1Q,1,2022-03-31,-0.018,0.56,0.45,0.75,0.57,11.0,-0.018,838160000.0,816000000.0,901350000.0,12.0,650660000.0,0.288,0.56,0.57,0.57,0.64,0.62,0.0,0.0,0.0,,MTCH
0Y,1,2021-12-31,2.98,1.95,1.86,2.04,0.49,14.0,2.98,2996150000.0,2990000000.0,3006100000.0,19.0,2391270000.0,0.253,1.95,1.95,1.95,2.09,2.11,0.0,0.0,0.0,,MTCH
+1Y,1,2022-12-31,0.32299998,2.58,2.08,4.2,1.95,18.0,0.32299998,3625850000.0,3547940000.0,3958970000.0,19.0,2996150000.0,0.21,2.58,2.61,2.61,2.82,2.76,0.0,0.0,0.0,,MTCH
+5Y,1,,0.296,,,,,,,,,,,,,,,,,,,,,,MTCH
-5Y,1,,0.37575,,,,,,,,,,,,,,,,,,,,,,MTCH
0Q,1,2021-12-31,-0.118,1.05,1.0,1.1,1.19,11.0,-0.118,3459920000.0,3211000000.0,3721000000.0,4.0,3157000000.0,0.096,1.05,1.05,1.05,1.04,1.02,0.0,0.0,1.0,,EIX
+1Q,1,2022-03-31,-0.266,0.58,0.4,0.83,0.79,3.0,-0.266,3533420000.0,3243310000.0,3823530000.0,2.0,3203160000.0,0.103,0.58,0.58,0.74,0.74,0.79,0.0,0.0,0.0,,EIX
0Y,1,2021-12-31,-0.009,4.48,4.43,4.51,4.52,15.0,-0.009,14559500000.0,13646000000.0,15295000000.0,10.0,13578000000.0,0.072,4.48,4.48,4.47,4.5,4.52,0.0,0.0,1.0,,EIX
+1Y,1,2022-12-31,0.036,4.64,4.4,4.86,4.48,17.0,0.036,15082200000.0,14172000000.0,15796000000.0,10.0,14559500000.0,0.036,4.64,4.66,4.65,4.66,4.64,0.0,0.0,1.0,,EIX
+5Y,1,,0.058000002,,,,,,,,,,,,,,,,,,,,,,EIX
-5Y,1,,0.0095,,,,,,,,,,,,,,,,,,,,,,EIX
0Q,1,2021-12-31,-0.45299998,0.76,0.02,1.0,1.39,12.0,-0.45299998,3205520000.0,2695130000.0,3650230000.0,5.0,3288000000.0,-0.025,0.76,0.76,0.76,0.74,0.73,0.0,3.0,0.0,,DTE
+1Q,1,2022-03-31,-0.176,2.01,1.67,2.44,2.44,7.0,-0.176,3227800000.0,2870740000.0,3676270000.0,4.0,,,2.01,2.01,2.01,2.01,2.02,0.0,0.0,1.0,,DTE
0Y,1,2021-12-31,-0.17,5.97,5.84,6.8,7.19,11.0,-0.17,13416400000.0,11868000000.0,15644500000.0,13.0,12177000000.0,0.102,5.97,5.97,5.97,6.04,5.95,1.0,4.0,0.0,,DTE
+1Y,1,2022-12-31,-0.008,5.92,5.84,6.01,5.97,17.0,-0.008,13016100000.0,11472100000.0,14613200000.0,14.0,13416400000.0,-0.03,5.92,5.92,5.92,5.94,5.92,1.0,3.0,0.0,,DTE
+5Y,1,,0.0672,,,,,,,,,,,,,,,,,,,,,,DTE
-5Y,1,,0.07074,,,,,,,,,,,,,,,,,,,,,,DTE
0Q,1,2021-11-30,0.012999999,0.8,0.79,0.82,0.79,10.0,0.012999999,1719450000.0,1681000000.0,1742000000.0,9.0,1557900000.0,0.103999995,0.8,0.8,0.8,0.8,0.81,0.0,1.0,0.0,,MKC
+1Q,1,2022-02-28,-0.083000004,0.66,0.6,0.7,0.72,7.0,-0.083000004,1461840000.0,1383000000.0,1517070000.0,6.0,,,0.66,0.66,0.66,0.66,0.66,0.0,0.0,0.0,,MKC
0Y,1,2021-11-30,0.064,3.01,2.99,3.03,2.83,13.0,0.064,6304070000.0,6268000000.0,6319000000.0,12.0,5601300000.0,0.125,3.01,3.01,3.01,3.01,3.01,0.0,1.0,0.0,,MKC
+1Y,1,2022-11-30,0.03,3.1,2.92,3.2,3.01,13.0,0.03,6472690000.0,6306000000.0,6578040000.0,12.0,6304070000.0,0.027,3.1,3.1,3.09,3.12,3.13,0.0,1.0,0.0,,MKC
+5Y,1,,0.068,,,,,,,,,,,,,,,,,,,,,,MKC
-5Y,1,,0.10386,,,,,,,,,,,,,,,,,,,,,,MKC
0Q,1,2021-12-31,1.261,0.69,-0.86,1.45,-2.64,24.0,1.261,2320890000.0,1958610000.0,2591000000.0,24.0,920000000.0,1.523,0.69,0.69,0.69,0.61,0.65,1.0,1.0,0.0,,EXPE
